,loss,acc,group,train_size,trial
0,1.6759347915649414,0.6044999957084656,abstractor,500,0
1,2.2982177734375,0.6150000095367432,abstractor,500,1
2,1.899393081665039,0.5910000205039978,abstractor,500,2
3,2.3393521308898926,0.5814999938011169,abstractor,500,3
4,1.5525504350662231,0.6389999985694885,abstractor,500,4
5,1.6354191303253174,0.6150000095367432,abstractor,500,5
6,1.9157377481460571,0.5895000100135803,abstractor,500,6
7,1.9503742456436157,0.656000018119812,abstractor,500,7
8,2.073889970779419,0.5954999923706055,abstractor,500,8
9,1.7783327102661133,0.5975000262260437,abstractor,500,9
10,1.2675983905792236,0.7450000047683716,abstractor,1000,0
11,1.403403878211975,0.7475000023841858,abstractor,1000,1
12,1.2122544050216675,0.7400000095367432,abstractor,1000,2
13,1.2061748504638672,0.7390000224113464,abstractor,1000,3
14,1.2361483573913574,0.7164999842643738,abstractor,1000,4
15,1.0782233476638794,0.7279999852180481,abstractor,1000,5
16,1.0301610231399536,0.7250000238418579,abstractor,1000,6
17,0.8890144228935242,0.8029999732971191,abstractor,1000,7
18,0.726198673248291,0.828000009059906,abstractor,1000,8
19,1.186386227607727,0.7475000023841858,abstractor,1000,9
20,0.24373061954975128,0.9384999871253967,abstractor,2000,0
21,0.2510428726673126,0.9509999752044678,abstractor,2000,1
22,0.15462294220924377,0.9580000042915344,abstractor,2000,2
23,0.3050512671470642,0.9014999866485596,abstractor,2000,3
24,0.19620110094547272,0.9514999985694885,abstractor,2000,4
25,0.22271402180194855,0.9409999847412109,abstractor,2000,5
26,0.18397367000579834,0.9614999890327454,abstractor,2000,6
27,0.2355828583240509,0.9229999780654907,abstractor,2000,7
28,0.22237829864025116,0.9424999952316284,abstractor,2000,8
29,0.2245514690876007,0.9359999895095825,abstractor,2000,9
30,0.13006410002708435,0.9670000076293945,abstractor,5000,0
31,0.08694974333047867,0.9810000061988831,abstractor,5000,1
32,0.2100629359483719,0.9415000081062317,abstractor,5000,2
33,0.13954077661037445,0.9670000076293945,abstractor,5000,3
34,0.10218559950590134,0.9750000238418579,abstractor,5000,4
35,0.16724544763565063,0.9585000276565552,abstractor,5000,5
36,0.16206447780132294,0.9549999833106995,abstractor,5000,6
37,0.12605491280555725,0.9710000157356262,abstractor,5000,7
38,0.08855367451906204,0.9810000061988831,abstractor,5000,8
39,0.1325983852148056,0.9664999842643738,abstractor,5000,9
0,0.7210798859596252,0.5005000233650208,corelnet,500,0
1,0.7613558173179626,0.5180000066757202,corelnet,500,1
2,0.7010577917098999,0.5335000157356262,corelnet,500,2
3,0.7652614712715149,0.4869999885559082,corelnet,500,3
4,0.7406788468360901,0.515999972820282,corelnet,500,4
5,0.7405657172203064,0.5295000076293945,corelnet,500,5
6,0.7094930410385132,0.5199999809265137,corelnet,500,6
7,0.7275925874710083,0.5174999833106995,corelnet,500,7
8,0.7037395238876343,0.5230000019073486,corelnet,500,8
9,0.7600537538528442,0.5235000252723694,corelnet,500,9
10,0.7186938524246216,0.5350000262260437,corelnet,1000,0
11,0.7215023636817932,0.5074999928474426,corelnet,1000,1
12,0.7223201990127563,0.5049999952316284,corelnet,1000,2
13,0.7195057272911072,0.5195000171661377,corelnet,1000,3
14,0.7198729515075684,0.5099999904632568,corelnet,1000,4
15,0.7237309813499451,0.5145000219345093,corelnet,1000,5
16,0.7044805288314819,0.515500009059906,corelnet,1000,6
17,0.7226130366325378,0.5210000276565552,corelnet,1000,7
18,0.7076584100723267,0.5254999995231628,corelnet,1000,8
19,0.7356387376785278,0.5325000286102295,corelnet,1000,9
20,0.7057218551635742,0.49549999833106995,corelnet,2000,0
21,0.6939908266067505,0.5180000066757202,corelnet,2000,1
22,0.7003764510154724,0.5080000162124634,corelnet,2000,2
23,0.6994510293006897,0.503000020980835,corelnet,2000,3
24,0.6938086152076721,0.5049999952316284,corelnet,2000,4
25,0.7031593918800354,0.5270000100135803,corelnet,2000,5
26,0.7003259062767029,0.5109999775886536,corelnet,2000,6
27,0.7032225131988525,0.5130000114440918,corelnet,2000,7
28,0.6937565803527832,0.5360000133514404,corelnet,2000,8
29,0.7069905996322632,0.5270000100135803,corelnet,2000,9
30,0.6961533427238464,0.5404999852180481,corelnet,5000,0
31,0.689308226108551,0.5414999723434448,corelnet,5000,1
32,0.6935824155807495,0.5199999809265137,corelnet,5000,2
33,0.6915230751037598,0.5295000076293945,corelnet,5000,3
34,0.6925820708274841,0.5239999890327454,corelnet,5000,4
35,0.6918307542800903,0.5264999866485596,corelnet,5000,5
36,0.690406858921051,0.5379999876022339,corelnet,5000,6
37,0.6941592693328857,0.5254999995231628,corelnet,5000,7
38,0.6935242414474487,0.5394999980926514,corelnet,5000,8
39,0.6925729513168335,0.5320000052452087,corelnet,5000,9
0,2.225403308868408,0.5590000152587891,no-softmax corelnet,500,0
1,2.3526010513305664,0.5630000233650208,no-softmax corelnet,500,1
2,1.588414192199707,0.5479999780654907,no-softmax corelnet,500,2
3,3.3141984939575195,0.5450000166893005,no-softmax corelnet,500,3
4,1.8602964878082275,0.5490000247955322,no-softmax corelnet,500,4
5,0.8187838792800903,0.5164999961853027,no-softmax corelnet,500,5
6,2.3565621376037598,0.5289999842643738,no-softmax corelnet,500,6
7,1.9877865314483643,0.5429999828338623,no-softmax corelnet,500,7
8,1.6674551963806152,0.5375000238418579,no-softmax corelnet,500,8
9,2.36822509765625,0.5360000133514404,no-softmax corelnet,500,9
10,2.1849114894866943,0.5759999752044678,no-softmax corelnet,1000,0
