,loss,acc,group,train_size,trial
0,1.1296371221542358,0.7404999732971191,abstractor,500,0
1,1.4795767068862915,0.6965000033378601,abstractor,500,1
2,1.4069958925247192,0.6660000085830688,abstractor,500,2
3,0.8244127631187439,0.7415000200271606,abstractor,500,3
4,1.0679881572723389,0.7394999861717224,abstractor,500,4
5,0.8895153999328613,0.765999972820282,abstractor,500,5
6,1.6822307109832764,0.7145000100135803,abstractor,500,6
7,1.2574292421340942,0.7749999761581421,abstractor,500,7
8,1.6428254842758179,0.6825000047683716,abstractor,500,8
9,1.1257460117340088,0.7440000176429749,abstractor,500,9
10,0.46936213970184326,0.9010000228881836,abstractor,1000,0
11,0.6149690747261047,0.8634999990463257,abstractor,1000,1
12,0.6326304078102112,0.8600000143051147,abstractor,1000,2
13,0.42976099252700806,0.8884999752044678,abstractor,1000,3
14,0.3302440941333771,0.9190000295639038,abstractor,1000,4
15,0.5721743106842041,0.8834999799728394,abstractor,1000,5
16,0.5978942513465881,0.8774999976158142,abstractor,1000,6
17,0.6842080950737,0.8519999980926514,abstractor,1000,7
18,0.5387492775917053,0.8930000066757202,abstractor,1000,8
19,0.6872721910476685,0.8805000185966492,abstractor,1000,9
20,0.20335300266742706,0.9599999785423279,abstractor,2000,0
21,0.21356457471847534,0.9375,abstractor,2000,1
22,0.2551945447921753,0.9495000243186951,abstractor,2000,2
23,0.29770296812057495,0.9514999985694885,abstractor,2000,3
24,0.15562251210212708,0.9585000276565552,abstractor,2000,4
25,0.21224215626716614,0.9549999833106995,abstractor,2000,5
26,0.22403472661972046,0.9455000162124634,abstractor,2000,6
27,0.14030034840106964,0.9620000123977661,abstractor,2000,7
28,0.21736310422420502,0.9505000114440918,abstractor,2000,8
29,0.2536984980106354,0.9570000171661377,abstractor,2000,9
30,0.22255705296993256,0.9610000252723694,abstractor,3000,0
31,0.06886764615774155,0.9850000143051147,abstractor,3000,1
32,0.13947412371635437,0.9750000238418579,abstractor,3000,2
33,0.19194024801254272,0.9589999914169312,abstractor,3000,3
34,0.08725741505622864,0.9865000247955322,abstractor,3000,4
35,0.17093253135681152,0.9549999833106995,abstractor,3000,5
36,0.17879322171211243,0.9649999737739563,abstractor,3000,6
37,0.17128834128379822,0.9629999995231628,abstractor,3000,7
38,0.21172039210796356,0.9624999761581421,abstractor,3000,8
39,0.20389866828918457,0.9674999713897705,abstractor,3000,9
40,0.05747691169381142,0.984499990940094,abstractor,4000,0
41,0.11081118136644363,0.9764999747276306,abstractor,4000,1
42,0.05461158975958824,0.9869999885559082,abstractor,4000,2
43,0.11040910333395004,0.9835000038146973,abstractor,4000,3
44,0.09329918026924133,0.9775000214576721,abstractor,4000,4
45,0.047808025032281876,0.9884999990463257,abstractor,4000,5
46,0.1349351555109024,0.9660000205039978,abstractor,4000,6
