,elementwise_accuracy,full_sequence_accuracy,teacher_forcing_accuracy,trial,noise level,model
156,0.21828,0.00115,0.40566,1,0.6326530612244897,Relational Abstractor
157,0.236475,0.0016,0.388955,2,0.6326530612244897,Relational Abstractor
158,0.15577,0.0002,0.318485,3,0.6326530612244897,Relational Abstractor
159,0.26833,0.0017,0.43345,4,0.6326530612244897,Relational Abstractor
160,0.188255,0.00105,0.382225,0,0.6530612244897959,Relational Abstractor
161,0.29258,0.0018,0.446305,1,0.6530612244897959,Relational Abstractor
162,0.23887,0.0022,0.421625,2,0.6530612244897959,Relational Abstractor
163,0.30596,0.0061,0.437015,3,0.6530612244897959,Relational Abstractor
164,0.25038,0.0012,0.417745,4,0.6530612244897959,Relational Abstractor
165,0.26035,0.0026,0.447575,0,0.673469387755102,Relational Abstractor
166,0.189985,0.00075,0.36478,1,0.673469387755102,Relational Abstractor
167,0.31672,0.0044,0.485175,2,0.673469387755102,Relational Abstractor
168,0.21894,0.0009,0.383755,3,0.673469387755102,Relational Abstractor
169,0.253005,0.0011,0.418725,4,0.673469387755102,Relational Abstractor
170,0.177245,0.0002,0.315385,0,0.6938775510204082,Relational Abstractor
171,0.23804,0.00065,0.366895,1,0.6938775510204082,Relational Abstractor
172,0.262575,0.0032,0.44623,2,0.6938775510204082,Relational Abstractor
173,0.267455,0.0047,0.42385,3,0.6938775510204082,Relational Abstractor
174,0.206015,0.0007,0.36516,4,0.6938775510204082,Relational Abstractor
175,0.207115,0.00035,0.358255,0,0.7142857142857142,Relational Abstractor
176,0.24699,0.0034,0.46578,1,0.7142857142857142,Relational Abstractor
177,0.179925,0.00055,0.341635,2,0.7142857142857142,Relational Abstractor
178,0.2213,0.0008,0.341475,3,0.7142857142857142,Relational Abstractor
179,0.23798,0.0005,0.37526,4,0.7142857142857142,Relational Abstractor
180,0.222385,0.0016,0.376055,0,0.7346938775510203,Relational Abstractor
181,0.17938,0.0001,0.30979,1,0.7346938775510203,Relational Abstractor
182,0.255205,0.00215,0.42131,2,0.7346938775510203,Relational Abstractor
183,0.225485,0.00015,0.340185,3,0.7346938775510203,Relational Abstractor
184,0.21745,0.00035,0.363725,4,0.7346938775510203,Relational Abstractor
185,0.264595,0.00085,0.40135,0,0.7551020408163265,Relational Abstractor
186,0.199125,0.0003,0.314625,1,0.7551020408163265,Relational Abstractor
187,0.203125,0.0001,0.306535,2,0.7551020408163265,Relational Abstractor
188,0.171605,0.0001,0.29538,3,0.7551020408163265,Relational Abstractor
189,0.217585,0.00145,0.380555,4,0.7551020408163265,Relational Abstractor
190,0.16596,0.0002,0.32726,0,0.7755102040816326,Relational Abstractor
191,0.240605,0.0004,0.348265,1,0.7755102040816326,Relational Abstractor
192,0.19763,0.0004,0.3573,2,0.7755102040816326,Relational Abstractor
193,0.149085,5e-05,0.28006,3,0.7755102040816326,Relational Abstractor
194,0.25077,0.00045,0.37533,4,0.7755102040816326,Relational Abstractor
195,0.210805,0.00025,0.3383,0,0.7959183673469387,Relational Abstractor
196,0.23351,0.0002,0.37615,1,0.7959183673469387,Relational Abstractor
197,0.198955,0.0002,0.310845,2,0.7959183673469387,Relational Abstractor
198,0.150145,0.0,0.28916,3,0.7959183673469387,Relational Abstractor
199,0.182055,0.0001,0.31443,4,0.7959183673469387,Relational Abstractor
200,0.171725,5e-05,0.347155,0,0.8163265306122448,Relational Abstractor
201,0.18708,0.00045,0.333685,1,0.8163265306122448,Relational Abstractor
202,0.14087,0.0,0.27344,2,0.8163265306122448,Relational Abstractor
203,0.25857,0.00115,0.395845,3,0.8163265306122448,Relational Abstractor
204,0.273555,0.003,0.42158,4,0.8163265306122448,Relational Abstractor
205,0.208445,0.00175,0.374255,0,0.836734693877551,Relational Abstractor
206,0.242695,0.00205,0.419325,1,0.836734693877551,Relational Abstractor
207,0.198625,0.00015,0.293045,2,0.836734693877551,Relational Abstractor
208,0.14502,5e-05,0.27127,3,0.836734693877551,Relational Abstractor
209,0.207955,0.0002,0.321665,4,0.836734693877551,Relational Abstractor
210,0.181955,5e-05,0.32375,0,0.8571428571428571,Relational Abstractor
211,0.191405,0.0004,0.321815,1,0.8571428571428571,Relational Abstractor
212,0.16708,5e-05,0.30552,2,0.8571428571428571,Relational Abstractor
213,0.27934,0.0014,0.39848,3,0.8571428571428571,Relational Abstractor
214,0.187255,0.00015,0.3502,4,0.8571428571428571,Relational Abstractor
215,0.18557,0.0,0.30355,0,0.8775510204081632,Relational Abstractor
216,0.248265,0.0012,0.39076,1,0.8775510204081632,Relational Abstractor
217,0.184835,0.00025,0.30583,2,0.8775510204081632,Relational Abstractor
218,0.20489,0.0001,0.304205,3,0.8775510204081632,Relational Abstractor
219,0.175925,5e-05,0.28308,4,0.8775510204081632,Relational Abstractor
220,0.12895,0.0,0.25663,0,0.8979591836734693,Relational Abstractor
221,0.16666,0.0001,0.289555,1,0.8979591836734693,Relational Abstractor
222,0.18076,0.00015,0.311885,2,0.8979591836734693,Relational Abstractor
223,0.189165,0.0001,0.32269,3,0.8979591836734693,Relational Abstractor
224,0.183805,0.00015,0.323685,4,0.8979591836734693,Relational Abstractor
225,0.20902,0.00015,0.32739,0,0.9183673469387754,Relational Abstractor
226,0.170145,5e-05,0.345095,1,0.9183673469387754,Relational Abstractor
227,0.140465,5e-05,0.25028,2,0.9183673469387754,Relational Abstractor
228,0.173895,0.0,0.276355,3,0.9183673469387754,Relational Abstractor
229,0.150825,0.0001,0.277485,4,0.9183673469387754,Relational Abstractor
230,0.17611,0.0001,0.325945,0,0.9387755102040816,Relational Abstractor
231,0.163935,0.0,0.266945,1,0.9387755102040816,Relational Abstractor
232,0.192755,0.0003,0.320135,2,0.9387755102040816,Relational Abstractor
233,0.19684,0.0,0.309035,3,0.9387755102040816,Relational Abstractor
234,0.15588,0.0,0.271345,4,0.9387755102040816,Relational Abstractor
235,0.16646,0.00015,0.305755,0,0.9591836734693877,Relational Abstractor
236,0.238865,0.0008,0.352995,1,0.9591836734693877,Relational Abstractor
237,0.145895,0.0,0.271255,2,0.9591836734693877,Relational Abstractor
238,0.14415,0.0002,0.289335,3,0.9591836734693877,Relational Abstractor
239,0.228575,0.0001,0.315475,4,0.9591836734693877,Relational Abstractor
240,0.180235,0.0,0.306025,0,0.9795918367346939,Relational Abstractor
241,0.16643,0.0,0.270745,1,0.9795918367346939,Relational Abstractor
242,0.178445,0.0001,0.29864,2,0.9795918367346939,Relational Abstractor
243,0.147625,0.0,0.242885,3,0.9795918367346939,Relational Abstractor
244,0.180555,0.0,0.275905,4,0.9795918367346939,Relational Abstractor
245,0.18329,5e-05,0.2933,0,1.0,Relational Abstractor
246,0.1557,0.0001,0.25346,1,1.0,Relational Abstractor
247,0.183575,0.00015,0.32942,2,1.0,Relational Abstractor
248,0.176265,0.0001,0.32019,3,1.0,Relational Abstractor
249,0.200305,0.0,0.28656,4,1.0,Relational Abstractor
0,0.99982,0.9995,0.999935,0,0.0,Symbolic Abstractor
1,0.99982,0.9995,0.999935,1,0.0,Symbolic Abstractor
2,0.99982,0.9995,0.999935,2,0.0,Symbolic Abstractor
3,0.99982,0.9995,0.999935,3,0.0,Symbolic Abstractor
4,0.99982,0.9995,0.999935,4,0.0,Symbolic Abstractor
5,0.99976,0.9993,0.999905,0,0.02040816326530612,Symbolic Abstractor
6,0.999875,0.99955,0.99994,1,0.02040816326530612,Symbolic Abstractor
7,0.99982,0.99945,0.99993,2,0.02040816326530612,Symbolic Abstractor
8,0.99981,0.9994,0.99992,3,0.02040816326530612,Symbolic Abstractor
9,0.99982,0.9995,0.99993,4,0.02040816326530612,Symbolic Abstractor
10,0.99967,0.99855,0.999845,0,0.04081632653061224,Symbolic Abstractor
11,0.999635,0.99845,0.999825,1,0.04081632653061224,Symbolic Abstractor
12,0.99954,0.9982,0.9998,2,0.04081632653061224,Symbolic Abstractor
13,0.999735,0.9992,0.9999,3,0.04081632653061224,Symbolic Abstractor
14,0.999765,0.9991,0.999895,4,0.04081632653061224,Symbolic Abstractor
15,0.99946,0.9976,0.999745,0,0.061224489795918366,Symbolic Abstractor
16,0.998475,0.99285,0.999275,1,0.061224489795918366,Symbolic Abstractor
17,0.998155,0.99115,0.999095,2,0.061224489795918366,Symbolic Abstractor
18,0.99946,0.9975,0.999725,3,0.061224489795918366,Symbolic Abstractor
19,0.99951,0.9981,0.999795,4,0.061224489795918366,Symbolic Abstractor
20,0.997595,0.9888,0.998865,0,0.08163265306122448,Symbolic Abstractor
21,0.995755,0.97985,0.997955,1,0.08163265306122448,Symbolic Abstractor
22,0.996785,0.9846,0.99845,2,0.08163265306122448,Symbolic Abstractor
23,0.998045,0.9911,0.99907,3,0.08163265306122448,Symbolic Abstractor
24,0.994995,0.97585,0.997525,4,0.08163265306122448,Symbolic Abstractor
25,0.990775,0.95545,0.995445,0,0.1020408163265306,Symbolic Abstractor
26,0.993685,0.96955,0.996875,1,0.1020408163265306,Symbolic Abstractor
27,0.994525,0.9741,0.99733,2,0.1020408163265306,Symbolic Abstractor
28,0.99467,0.9756,0.99748,3,0.1020408163265306,Symbolic Abstractor
29,0.98972,0.95025,0.99485,4,0.1020408163265306,Symbolic Abstractor
30,0.96925,0.85565,0.984725,0,0.12244897959183673,Symbolic Abstractor
31,0.96697,0.8867,0.987835,1,0.12244897959183673,Symbolic Abstractor
32,0.95098,0.78585,0.975085,2,0.12244897959183673,Symbolic Abstractor
33,0.98419,0.92945,0.992675,3,0.12244897959183673,Symbolic Abstractor
34,0.97979,0.90875,0.990285,4,0.12244897959183673,Symbolic Abstractor
35,0.91186,0.64575,0.95266,0,0.14285714285714285,Symbolic Abstractor
36,0.973615,0.88735,0.98726,1,0.14285714285714285,Symbolic Abstractor
37,0.92859,0.73825,0.971355,2,0.14285714285714285,Symbolic Abstractor
38,0.896755,0.6843,0.96467,3,0.14285714285714285,Symbolic Abstractor
39,0.904915,0.7102,0.963915,4,0.14285714285714285,Symbolic Abstractor
40,0.879155,0.53555,0.939195,0,0.16326530612244897,Symbolic Abstractor
41,0.90594,0.6416,0.95485,1,0.16326530612244897,Symbolic Abstractor
42,0.88877,0.5722,0.94153,2,0.16326530612244897,Symbolic Abstractor
43,0.809585,0.48465,0.896235,3,0.16326530612244897,Symbolic Abstractor
44,0.908315,0.6723,0.952,4,0.16326530612244897,Symbolic Abstractor
45,0.888235,0.6483,0.95632,0,0.18367346938775508,Symbolic Abstractor
46,0.876865,0.61535,0.943485,1,0.18367346938775508,Symbolic Abstractor
47,0.89328,0.6456,0.956625,2,0.18367346938775508,Symbolic Abstractor
48,0.87108,0.584,0.941985,3,0.18367346938775508,Symbolic Abstractor
49,0.890965,0.6175,0.945475,4,0.18367346938775508,Symbolic Abstractor
50,0.669135,0.2584,0.83737,0,0.2040816326530612,Symbolic Abstractor
51,0.749675,0.3451,0.89147,1,0.2040816326530612,Symbolic Abstractor
52,0.72772,0.3808,0.884285,2,0.2040816326530612,Symbolic Abstractor
53,0.8232,0.4173,0.91274,3,0.2040816326530612,Symbolic Abstractor
54,0.709265,0.2787,0.87568,4,0.2040816326530612,Symbolic Abstractor
55,0.83306,0.475,0.914385,0,0.22448979591836732,Symbolic Abstractor
56,0.628125,0.16525,0.788245,1,0.22448979591836732,Symbolic Abstractor
57,0.633875,0.24105,0.810215,2,0.22448979591836732,Symbolic Abstractor
58,0.702485,0.2495,0.85103,3,0.22448979591836732,Symbolic Abstractor
59,0.76103,0.3385,0.89301,4,0.22448979591836732,Symbolic Abstractor
60,0.53514,0.08735,0.730995,0,0.24489795918367346,Symbolic Abstractor
61,0.616845,0.1297,0.794555,1,0.24489795918367346,Symbolic Abstractor
62,0.67649,0.24425,0.787635,2,0.24489795918367346,Symbolic Abstractor
63,0.66642,0.1871,0.844505,3,0.24489795918367346,Symbolic Abstractor
64,0.719575,0.27295,0.84725,4,0.24489795918367346,Symbolic Abstractor
65,0.6885,0.2555,0.82005,0,0.26530612244897955,Symbolic Abstractor
66,0.61932,0.1465,0.755885,1,0.26530612244897955,Symbolic Abstractor
67,0.484295,0.06075,0.68769,2,0.26530612244897955,Symbolic Abstractor
68,0.538585,0.0996,0.748185,3,0.26530612244897955,Symbolic Abstractor
69,0.63909,0.1759,0.83247,4,0.26530612244897955,Symbolic Abstractor
70,0.58452,0.11385,0.793275,0,0.2857142857142857,Symbolic Abstractor
71,0.604875,0.1589,0.79778,1,0.2857142857142857,Symbolic Abstractor
72,0.58656,0.10815,0.791665,2,0.2857142857142857,Symbolic Abstractor
73,0.451745,0.027,0.64269,3,0.2857142857142857,Symbolic Abstractor
74,0.54802,0.105,0.72457,4,0.2857142857142857,Symbolic Abstractor
75,0.532495,0.0818,0.724775,0,0.3061224489795918,Symbolic Abstractor
76,0.700315,0.20215,0.842745,1,0.3061224489795918,Symbolic Abstractor
77,0.48027,0.048,0.65759,2,0.3061224489795918,Symbolic Abstractor
78,0.44127,0.0654,0.735335,3,0.3061224489795918,Symbolic Abstractor
79,0.637435,0.1496,0.799265,4,0.3061224489795918,Symbolic Abstractor
80,0.527165,0.07015,0.724015,0,0.32653061224489793,Symbolic Abstractor
81,0.522525,0.0743,0.721895,1,0.32653061224489793,Symbolic Abstractor
82,0.44849,0.06725,0.6968,2,0.32653061224489793,Symbolic Abstractor
83,0.433215,0.03725,0.621505,3,0.32653061224489793,Symbolic Abstractor
84,0.44,0.0324,0.66675,4,0.32653061224489793,Symbolic Abstractor
85,0.329645,0.01475,0.56681,0,0.3469387755102041,Symbolic Abstractor
86,0.45853,0.03535,0.671435,1,0.3469387755102041,Symbolic Abstractor
87,0.433635,0.037,0.65316,2,0.3469387755102041,Symbolic Abstractor
88,0.49101,0.03435,0.664485,3,0.3469387755102041,Symbolic Abstractor
89,0.416255,0.034,0.64084,4,0.3469387755102041,Symbolic Abstractor
90,0.48761,0.0557,0.722575,0,0.36734693877551017,Symbolic Abstractor
91,0.40667,0.03155,0.65764,1,0.36734693877551017,Symbolic Abstractor
92,0.534415,0.093,0.747335,2,0.36734693877551017,Symbolic Abstractor
93,0.45613,0.03665,0.69522,3,0.36734693877551017,Symbolic Abstractor
94,0.4029,0.03515,0.643825,4,0.36734693877551017,Symbolic Abstractor
95,0.42093,0.03135,0.60044,0,0.3877551020408163,Symbolic Abstractor
96,0.35041,0.01615,0.574145,1,0.3877551020408163,Symbolic Abstractor
97,0.41106,0.0333,0.65491,2,0.3877551020408163,Symbolic Abstractor
98,0.452495,0.03855,0.692275,3,0.3877551020408163,Symbolic Abstractor
99,0.33703,0.0137,0.52189,4,0.3877551020408163,Symbolic Abstractor
100,0.3236,0.00825,0.6201,0,0.4081632653061224,Symbolic Abstractor
101,0.30403,0.01145,0.577475,1,0.4081632653061224,Symbolic Abstractor
102,0.3993,0.0115,0.572245,2,0.4081632653061224,Symbolic Abstractor
103,0.384745,0.0222,0.645635,3,0.4081632653061224,Symbolic Abstractor
104,0.3599,0.0108,0.60594,4,0.4081632653061224,Symbolic Abstractor
105,0.31977,0.01115,0.56646,0,0.42857142857142855,Symbolic Abstractor
106,0.314655,0.0077,0.54645,1,0.42857142857142855,Symbolic Abstractor
107,0.333935,0.008,0.547335,2,0.42857142857142855,Symbolic Abstractor
108,0.247165,0.0013,0.465405,3,0.42857142857142855,Symbolic Abstractor
109,0.40203,0.0194,0.60612,4,0.42857142857142855,Symbolic Abstractor
110,0.43529,0.01725,0.64719,0,0.44897959183673464,Symbolic Abstractor
111,0.36715,0.01115,0.59231,1,0.44897959183673464,Symbolic Abstractor
112,0.308595,0.0055,0.530475,2,0.44897959183673464,Symbolic Abstractor
113,0.304045,0.00535,0.54985,3,0.44897959183673464,Symbolic Abstractor
114,0.33256,0.0052,0.53327,4,0.44897959183673464,Symbolic Abstractor
115,0.28673,0.00295,0.514285,0,0.4693877551020408,Symbolic Abstractor
116,0.3254,0.01235,0.564125,1,0.4693877551020408,Symbolic Abstractor
117,0.307015,0.0019,0.50485,2,0.4693877551020408,Symbolic Abstractor
118,0.393815,0.01525,0.591745,3,0.4693877551020408,Symbolic Abstractor
119,0.3613,0.0052,0.542405,4,0.4693877551020408,Symbolic Abstractor
120,0.271205,0.001,0.46804,0,0.4897959183673469,Symbolic Abstractor
121,0.26038,0.0014,0.42983,1,0.4897959183673469,Symbolic Abstractor
122,0.29995,0.0038,0.484655,2,0.4897959183673469,Symbolic Abstractor
123,0.263715,0.00275,0.481205,3,0.4897959183673469,Symbolic Abstractor
124,0.33624,0.00525,0.54636,4,0.4897959183673469,Symbolic Abstractor
125,0.325025,0.00395,0.507505,0,0.5102040816326531,Symbolic Abstractor
126,0.21668,0.0004,0.411225,1,0.5102040816326531,Symbolic Abstractor
127,0.273135,0.00135,0.48401,2,0.5102040816326531,Symbolic Abstractor
128,0.24821,0.00095,0.42005,3,0.5102040816326531,Symbolic Abstractor
129,0.254705,0.00135,0.45768,4,0.5102040816326531,Symbolic Abstractor
130,0.4297,0.03,0.663525,0,0.5306122448979591,Symbolic Abstractor
131,0.2819,0.0031,0.527055,1,0.5306122448979591,Symbolic Abstractor
132,0.2991,0.0034,0.508155,2,0.5306122448979591,Symbolic Abstractor
133,0.292305,0.0022,0.49892,3,0.5306122448979591,Symbolic Abstractor
134,0.298955,0.00485,0.52734,4,0.5306122448979591,Symbolic Abstractor
135,0.35022,0.0065,0.55927,0,0.5510204081632653,Symbolic Abstractor
136,0.31223,0.0018,0.50964,1,0.5510204081632653,Symbolic Abstractor
137,0.263075,0.0006,0.447725,2,0.5510204081632653,Symbolic Abstractor
138,0.308565,0.00215,0.51747,3,0.5510204081632653,Symbolic Abstractor
139,0.315105,0.0045,0.566355,4,0.5510204081632653,Symbolic Abstractor
140,0.198265,0.0007,0.41807,0,0.5714285714285714,Symbolic Abstractor
141,0.26466,0.0012,0.4783,1,0.5714285714285714,Symbolic Abstractor
142,0.232255,0.00115,0.446125,2,0.5714285714285714,Symbolic Abstractor
143,0.318115,0.00175,0.49118,3,0.5714285714285714,Symbolic Abstractor
144,0.191785,0.0005,0.366535,4,0.5714285714285714,Symbolic Abstractor
145,0.28755,0.0029,0.496905,0,0.5918367346938775,Symbolic Abstractor
146,0.312245,0.0035,0.515775,1,0.5918367346938775,Symbolic Abstractor
147,0.220215,0.0006,0.41965,2,0.5918367346938775,Symbolic Abstractor
148,0.217925,0.0002,0.36285,3,0.5918367346938775,Symbolic Abstractor
149,0.273755,0.0015,0.45049,4,0.5918367346938775,Symbolic Abstractor
150,0.16001,0.0004,0.35453,0,0.6122448979591836,Symbolic Abstractor
151,0.238545,0.00115,0.420765,1,0.6122448979591836,Symbolic Abstractor
152,0.170165,5e-05,0.324745,2,0.6122448979591836,Symbolic Abstractor
153,0.24191,0.0005,0.401765,3,0.6122448979591836,Symbolic Abstractor
154,0.200905,0.0004,0.387625,4,0.6122448979591836,Symbolic Abstractor
155,0.22426,0.00015,0.39134,0,0.6326530612244897,Symbolic Abstractor
156,0.25166,0.0009,0.4659,1,0.6326530612244897,Symbolic Abstractor
157,0.228,0.00115,0.409155,2,0.6326530612244897,Symbolic Abstractor
158,0.201305,0.00015,0.387065,3,0.6326530612244897,Symbolic Abstractor
159,0.202255,0.00075,0.427695,4,0.6326530612244897,Symbolic Abstractor
160,0.247935,0.00105,0.454515,0,0.6530612244897959,Symbolic Abstractor
161,0.153465,0.0,0.297535,1,0.6530612244897959,Symbolic Abstractor
162,0.204435,0.0,0.36751,2,0.6530612244897959,Symbolic Abstractor
163,0.156355,5e-05,0.32193,3,0.6530612244897959,Symbolic Abstractor
164,0.208495,5e-05,0.34572,4,0.6530612244897959,Symbolic Abstractor
165,0.23944,0.00075,0.44211,0,0.673469387755102,Symbolic Abstractor
166,0.25733,0.0003,0.422605,1,0.673469387755102,Symbolic Abstractor
167,0.197225,0.0002,0.38263,2,0.673469387755102,Symbolic Abstractor
168,0.28916,0.0018,0.458875,3,0.673469387755102,Symbolic Abstractor
169,0.19772,0.0,0.3682,4,0.673469387755102,Symbolic Abstractor
170,0.185355,0.00015,0.3454,0,0.6938775510204082,Symbolic Abstractor
171,0.22571,0.0013,0.439365,1,0.6938775510204082,Symbolic Abstractor
172,0.214645,0.0006,0.423635,2,0.6938775510204082,Symbolic Abstractor
173,0.21369,0.0002,0.40077,3,0.6938775510204082,Symbolic Abstractor
174,0.19186,5e-05,0.3528,4,0.6938775510204082,Symbolic Abstractor
175,0.239045,0.00045,0.44518,0,0.7142857142857142,Symbolic Abstractor
176,0.217025,0.00045,0.41438,1,0.7142857142857142,Symbolic Abstractor
177,0.21454,0.00025,0.37519,2,0.7142857142857142,Symbolic Abstractor
178,0.212055,0.0,0.39574,3,0.7142857142857142,Symbolic Abstractor
179,0.205565,0.00025,0.36212,4,0.7142857142857142,Symbolic Abstractor
180,0.244095,0.0003,0.40705,0,0.7346938775510203,Symbolic Abstractor
181,0.18311,0.0001,0.35396,1,0.7346938775510203,Symbolic Abstractor
182,0.21615,0.00015,0.395785,2,0.7346938775510203,Symbolic Abstractor
183,0.21576,0.0002,0.38758,3,0.7346938775510203,Symbolic Abstractor
184,0.20879,0.0005,0.359655,4,0.7346938775510203,Symbolic Abstractor
185,0.15732,5e-05,0.330265,0,0.7551020408163265,Symbolic Abstractor
186,0.18054,0.00025,0.353395,1,0.7551020408163265,Symbolic Abstractor
187,0.211605,5e-05,0.35823,2,0.7551020408163265,Symbolic Abstractor
188,0.187425,0.0,0.39818,3,0.7551020408163265,Symbolic Abstractor
189,0.178865,0.0,0.33521,4,0.7551020408163265,Symbolic Abstractor
190,0.153465,5e-05,0.2966,0,0.7755102040816326,Symbolic Abstractor
191,0.19036,0.0,0.33283,1,0.7755102040816326,Symbolic Abstractor
192,0.23246,0.0003,0.40168,2,0.7755102040816326,Symbolic Abstractor
193,0.1817,0.00015,0.327225,3,0.7755102040816326,Symbolic Abstractor
194,0.24011,0.00035,0.42334,4,0.7755102040816326,Symbolic Abstractor
195,0.24344,0.00015,0.43632,0,0.7959183673469387,Symbolic Abstractor
196,0.2081,0.00085,0.36793,1,0.7959183673469387,Symbolic Abstractor
197,0.1665,0.0,0.318315,2,0.7959183673469387,Symbolic Abstractor
198,0.193455,5e-05,0.35062,3,0.7959183673469387,Symbolic Abstractor
199,0.202085,5e-05,0.368045,4,0.7959183673469387,Symbolic Abstractor
200,0.20955,0.0002,0.36525,0,0.8163265306122448,Symbolic Abstractor
201,0.184705,0.0,0.333445,1,0.8163265306122448,Symbolic Abstractor
202,0.17853,5e-05,0.32276,2,0.8163265306122448,Symbolic Abstractor
203,0.186125,0.00015,0.383685,3,0.8163265306122448,Symbolic Abstractor
204,0.16464,0.00015,0.363255,4,0.8163265306122448,Symbolic Abstractor
205,0.198875,0.00015,0.403595,0,0.836734693877551,Symbolic Abstractor
206,0.18678,5e-05,0.32058,1,0.836734693877551,Symbolic Abstractor
207,0.19775,5e-05,0.38475,2,0.836734693877551,Symbolic Abstractor
208,0.139085,0.0,0.289725,3,0.836734693877551,Symbolic Abstractor
209,0.20857,5e-05,0.3935,4,0.836734693877551,Symbolic Abstractor
210,0.18265,0.00015,0.36901,0,0.8571428571428571,Symbolic Abstractor
211,0.16305,0.0,0.32368,1,0.8571428571428571,Symbolic Abstractor
212,0.193065,5e-05,0.3369,2,0.8571428571428571,Symbolic Abstractor
213,0.158335,0.0,0.332275,3,0.8571428571428571,Symbolic Abstractor
214,0.21973,0.0,0.389945,4,0.8571428571428571,Symbolic Abstractor
215,0.224825,0.00015,0.377205,0,0.8775510204081632,Symbolic Abstractor
216,0.25917,0.00065,0.42086,1,0.8775510204081632,Symbolic Abstractor
217,0.16905,0.0,0.342635,2,0.8775510204081632,Symbolic Abstractor
218,0.22236,0.00015,0.38884,3,0.8775510204081632,Symbolic Abstractor
219,0.226305,0.0002,0.389445,4,0.8775510204081632,Symbolic Abstractor
220,0.1634,0.0,0.331325,0,0.8979591836734693,Symbolic Abstractor
221,0.17663,0.0,0.327025,1,0.8979591836734693,Symbolic Abstractor
222,0.19047,0.0,0.358965,2,0.8979591836734693,Symbolic Abstractor
223,0.138885,0.0,0.27014,3,0.8979591836734693,Symbolic Abstractor
224,0.27609,0.0005,0.44642,4,0.8979591836734693,Symbolic Abstractor
225,0.16695,5e-05,0.320645,0,0.9183673469387754,Symbolic Abstractor
226,0.18787,0.0001,0.35664,1,0.9183673469387754,Symbolic Abstractor
227,0.22993,0.0002,0.398135,2,0.9183673469387754,Symbolic Abstractor
228,0.13755,0.0,0.27886,3,0.9183673469387754,Symbolic Abstractor
229,0.169605,0.0,0.34326,4,0.9183673469387754,Symbolic Abstractor
230,0.18238,0.0,0.3473,0,0.9387755102040816,Symbolic Abstractor
231,0.178155,0.0,0.34803,1,0.9387755102040816,Symbolic Abstractor
232,0.17516,5e-05,0.349835,2,0.9387755102040816,Symbolic Abstractor
233,0.16537,0.0,0.317935,3,0.9387755102040816,Symbolic Abstractor
234,0.15071,5e-05,0.276475,4,0.9387755102040816,Symbolic Abstractor
235,0.14135,0.0,0.292085,0,0.9591836734693877,Symbolic Abstractor
236,0.14438,0.0,0.273265,1,0.9591836734693877,Symbolic Abstractor
237,0.145945,0.0,0.26979,2,0.9591836734693877,Symbolic Abstractor
238,0.16334,0.0,0.314235,3,0.9591836734693877,Symbolic Abstractor
239,0.16243,0.0,0.291265,4,0.9591836734693877,Symbolic Abstractor
240,0.153475,0.0,0.30805,0,0.9795918367346939,Symbolic Abstractor
241,0.1889,0.0001,0.374595,1,0.9795918367346939,Symbolic Abstractor
242,0.17835,0.00015,0.302665,2,0.9795918367346939,Symbolic Abstractor
243,0.16563,0.0,0.288825,3,0.9795918367346939,Symbolic Abstractor
244,0.15425,0.0,0.282425,4,0.9795918367346939,Symbolic Abstractor
245,0.159785,0.0,0.337045,0,1.0,Symbolic Abstractor
246,0.19942,5e-05,0.33234,1,1.0,Symbolic Abstractor
247,0.16114,0.0,0.33092,2,1.0,Symbolic Abstractor
248,0.171465,0.0,0.32516,3,1.0,Symbolic Abstractor
249,0.144635,0.0,0.289305,4,1.0,Symbolic Abstractor
0,0.99901,0.9985,0.99985,0,0.0,Simple Abstractor
1,0.99901,0.9985,0.99985,1,0.0,Simple Abstractor
2,0.99901,0.9985,0.99985,2,0.0,Simple Abstractor
3,0.99901,0.9985,0.99985,3,0.0,Simple Abstractor
4,0.99901,0.9985,0.99985,4,0.0,Simple Abstractor
5,0.99128,0.9808,0.99804,0,0.02040816326530612,Simple Abstractor
6,0.993975,0.9852,0.99849,1,0.02040816326530612,Simple Abstractor
7,0.991875,0.9878,0.99878,2,0.02040816326530612,Simple Abstractor
8,0.98896,0.982,0.99816,3,0.02040816326530612,Simple Abstractor
9,0.99496,0.9871,0.998675,4,0.02040816326530612,Simple Abstractor
10,0.93063,0.84165,0.98309,0,0.04081632653061224,Simple Abstractor
11,0.95543,0.85695,0.98403,1,0.04081632653061224,Simple Abstractor
12,0.96786,0.9093,0.99045,2,0.04081632653061224,Simple Abstractor
13,0.902395,0.7578,0.970985,3,0.04081632653061224,Simple Abstractor
14,0.921935,0.7714,0.97326,4,0.04081632653061224,Simple Abstractor
15,0.745565,0.4487,0.927,0,0.061224489795918366,Simple Abstractor
16,0.72817,0.41765,0.91056,1,0.061224489795918366,Simple Abstractor
17,0.744565,0.3894,0.908035,2,0.061224489795918366,Simple Abstractor
18,0.77319,0.50365,0.921705,3,0.061224489795918366,Simple Abstractor
19,0.88778,0.70725,0.964195,4,0.061224489795918366,Simple Abstractor
20,0.62017,0.2052,0.843605,0,0.08163265306122448,Simple Abstractor
21,0.650255,0.30605,0.886825,1,0.08163265306122448,Simple Abstractor
22,0.672345,0.26225,0.857055,2,0.08163265306122448,Simple Abstractor
23,0.803685,0.5317,0.9388,3,0.08163265306122448,Simple Abstractor
