,loss,acc,group,train_size,trial
0,1.404311180114746,0.7239999771118164,abstractor,500,0
1,1.2548810243606567,0.7549999952316284,abstractor,500,1
2,1.421596646308899,0.7124999761581421,abstractor,500,2
3,2.3071787357330322,0.6334999799728394,abstractor,500,3
4,1.94846773147583,0.6980000138282776,abstractor,500,4
5,1.19956374168396,0.7605000138282776,abstractor,500,5
6,1.2479264736175537,0.7630000114440918,abstractor,500,6
7,2.061518669128418,0.6535000205039978,abstractor,500,7
8,1.3675869703292847,0.6629999876022339,abstractor,500,8
9,1.7853325605392456,0.7039999961853027,abstractor,500,9
10,0.5773488283157349,0.8830000162124634,abstractor,1000,0
11,0.8889009952545166,0.8495000004768372,abstractor,1000,1
12,0.8013576865196228,0.9049999713897705,abstractor,1000,2
13,0.4923042953014374,0.9085000157356262,abstractor,1000,3
14,0.981787919998169,0.8414999842643738,abstractor,1000,4
15,0.5255078077316284,0.8665000200271606,abstractor,1000,5
16,0.8987143039703369,0.8274999856948853,abstractor,1000,6
17,0.5965259671211243,0.8604999780654907,abstractor,1000,7
18,0.6036552786827087,0.8650000095367432,abstractor,1000,8
19,0.4688529670238495,0.8654999732971191,abstractor,1000,9
20,0.31074559688568115,0.9355000257492065,abstractor,2000,0
21,0.23021847009658813,0.9635000228881836,abstractor,2000,1
22,0.23827576637268066,0.9390000104904175,abstractor,2000,2
23,0.4000500738620758,0.9375,abstractor,2000,3
24,0.3840644955635071,0.9190000295639038,abstractor,2000,4
25,0.1876319795846939,0.9585000276565552,abstractor,2000,5
26,0.1766461282968521,0.9679999947547913,abstractor,2000,6
27,0.24198295176029205,0.940500020980835,abstractor,2000,7
28,0.38763147592544556,0.9399999976158142,abstractor,2000,8
29,0.3167305290699005,0.9419999718666077,abstractor,2000,9
30,0.2184952199459076,0.9555000066757202,abstractor,3000,0
31,0.20656025409698486,0.9580000042915344,abstractor,3000,1
32,0.2563059628009796,0.9635000228881836,abstractor,3000,2
33,0.19214318692684174,0.968500018119812,abstractor,3000,3
34,0.3277096450328827,0.9474999904632568,abstractor,3000,4
35,0.26671114563941956,0.9455000162124634,abstractor,3000,5
36,0.2438080608844757,0.953499972820282,abstractor,3000,6
37,0.2133743166923523,0.9704999923706055,abstractor,3000,7
38,0.3182540833950043,0.9440000057220459,abstractor,3000,8
39,0.31518101692199707,0.9549999833106995,abstractor,3000,9
40,0.11551129817962646,0.984499990940094,abstractor,4000,0
41,0.20537149906158447,0.9585000276565552,abstractor,4000,1
42,0.11613188683986664,0.9825000166893005,abstractor,4000,2
43,0.1493818163871765,0.9779999852180481,abstractor,4000,3
44,0.1583424210548401,0.9804999828338623,abstractor,4000,4
45,0.200190007686615,0.9549999833106995,abstractor,4000,5
46,0.13358305394649506,0.9679999947547913,abstractor,4000,6
47,0.1886991411447525,0.9729999899864197,abstractor,4000,7
48,0.14520575106143951,0.9695000052452087,abstractor,4000,8
49,0.15248340368270874,0.968500018119812,abstractor,4000,9
50,0.14617735147476196,0.9735000133514404,abstractor,5000,0
51,0.11886178702116013,0.9800000190734863,abstractor,5000,1
52,0.0919603630900383,0.9819999933242798,abstractor,5000,2
53,0.1902681440114975,0.9664999842643738,abstractor,5000,3
54,0.06499003618955612,0.9890000224113464,abstractor,5000,4
55,0.23290877044200897,0.9555000066757202,abstractor,5000,5
56,0.12112703919410706,0.9660000205039978,abstractor,5000,6
57,0.13202011585235596,0.9679999947547913,abstractor,5000,7
58,0.18796534836292267,0.9674999713897705,abstractor,5000,8
59,0.19766856729984283,0.9725000262260437,abstractor,5000,9
0,0.7288333177566528,0.5005000233650208,corelnet,500,0
1,0.7044425010681152,0.5059999823570251,corelnet,500,1
2,0.7201226949691772,0.5264999866485596,corelnet,500,2
3,0.7704244256019592,0.48750001192092896,corelnet,500,3
4,0.7058111429214478,0.5199999809265137,corelnet,500,4
5,0.7029843330383301,0.503000020980835,corelnet,500,5
6,0.7583087682723999,0.5335000157356262,corelnet,500,6
7,0.7465836405754089,0.4855000078678131,corelnet,500,7
8,0.7151836156845093,0.5205000042915344,corelnet,500,8
9,0.7116395235061646,0.5235000252723694,corelnet,500,9
10,0.7852031588554382,0.5260000228881836,corelnet,1000,0
11,0.7567178010940552,0.5325000286102295,corelnet,1000,1
12,0.7212873101234436,0.546500027179718,corelnet,1000,2
13,0.7020495533943176,0.5195000171661377,corelnet,1000,3
14,0.7402586936950684,0.5299999713897705,corelnet,1000,4
15,0.7163350582122803,0.5199999809265137,corelnet,1000,5
16,0.742011547088623,0.5005000233650208,corelnet,1000,6
17,0.7667272686958313,0.5055000185966492,corelnet,1000,7
18,0.7089123129844666,0.5235000252723694,corelnet,1000,8
19,0.701340913772583,0.5245000123977661,corelnet,1000,9
20,0.6932376027107239,0.5525000095367432,corelnet,2000,0
21,0.7008576989173889,0.5304999947547913,corelnet,2000,1
22,0.708943247795105,0.5224999785423279,corelnet,2000,2
23,0.6925560832023621,0.5475000143051147,corelnet,2000,3
24,0.7044214606285095,0.5205000042915344,corelnet,2000,4
25,0.7000271081924438,0.5139999985694885,corelnet,2000,5
26,0.6984834671020508,0.5335000157356262,corelnet,2000,6
27,0.7001764178276062,0.5444999933242798,corelnet,2000,7
28,0.7064241170883179,0.5410000085830688,corelnet,2000,8
29,0.7015189528465271,0.5120000243186951,corelnet,2000,9
30,0.6817549467086792,0.5615000128746033,corelnet,3000,0
31,0.6864282488822937,0.5289999842643738,corelnet,3000,1
32,0.6962243318557739,0.5295000076293945,corelnet,3000,2
33,0.6895614266395569,0.5435000061988831,corelnet,3000,3
34,0.6964346170425415,0.5224999785423279,corelnet,3000,4
35,0.6977425217628479,0.5270000100135803,corelnet,3000,5
36,0.7044901847839355,0.5454999804496765,corelnet,3000,6
37,0.6935455799102783,0.5375000238418579,corelnet,3000,7
38,0.6964128613471985,0.5329999923706055,corelnet,3000,8
39,0.6953006386756897,0.5084999799728394,corelnet,3000,9
40,0.6890589594841003,0.5504999756813049,corelnet,4000,0
41,0.6866176128387451,0.5270000100135803,corelnet,4000,1
42,0.6949301958084106,0.5360000133514404,corelnet,4000,2
43,0.6956470012664795,0.5199999809265137,corelnet,4000,3
44,0.6937754154205322,0.5329999923706055,corelnet,4000,4
45,0.6945663690567017,0.5249999761581421,corelnet,4000,5
46,0.6942158937454224,0.5304999947547913,corelnet,4000,6
47,0.6949089169502258,0.5195000171661377,corelnet,4000,7
48,0.6971359252929688,0.5354999899864197,corelnet,4000,8
49,0.693229615688324,0.534500002861023,corelnet,4000,9
50,0.6894897818565369,0.5440000295639038,corelnet,5000,0
51,0.6857868432998657,0.5494999885559082,corelnet,5000,1
52,0.6907342076301575,0.5379999876022339,corelnet,5000,2
53,0.694476842880249,0.5414999723434448,corelnet,5000,3
54,0.6866820454597473,0.5419999957084656,corelnet,5000,4
55,0.6951757073402405,0.5264999866485596,corelnet,5000,5
56,0.686447024345398,0.5450000166893005,corelnet,5000,6
57,0.6933391690254211,0.531499981880188,corelnet,5000,7
58,0.6916670799255371,0.546500027179718,corelnet,5000,8
59,0.6844503879547119,0.5559999942779541,corelnet,5000,9
0,0.886883020401001,0.5274999737739563,no-softmax corelnet,500,0
1,1.6312397718429565,0.5699999928474426,no-softmax corelnet,500,1
2,1.5782526731491089,0.5425000190734863,no-softmax corelnet,500,2
3,2.2268383502960205,0.5529999732971191,no-softmax corelnet,500,3
4,3.9274559020996094,0.559499979019165,no-softmax corelnet,500,4
5,2.1583988666534424,0.5544999837875366,no-softmax corelnet,500,5
6,3.457484245300293,0.5404999852180481,no-softmax corelnet,500,6
7,2.99472713470459,0.5709999799728394,no-softmax corelnet,500,7
8,3.2342777252197266,0.5425000190734863,no-softmax corelnet,500,8
9,2.717853307723999,0.5304999947547913,no-softmax corelnet,500,9
10,3.536376953125,0.6150000095367432,no-softmax corelnet,1000,0
11,1.337937831878662,0.5400000214576721,no-softmax corelnet,1000,1
12,2.3354904651641846,0.5605000257492065,no-softmax corelnet,1000,2
13,4.605561256408691,0.5235000252723694,no-softmax corelnet,1000,3
14,4.192991256713867,0.6060000061988831,no-softmax corelnet,1000,4
15,3.590789794921875,0.5950000286102295,no-softmax corelnet,1000,5
16,1.5270529985427856,0.5479999780654907,no-softmax corelnet,1000,6
17,3.581862449645996,0.5924999713897705,no-softmax corelnet,1000,7
18,3.080145835876465,0.5879999995231628,no-softmax corelnet,1000,8
19,2.332150936126709,0.5920000076293945,no-softmax corelnet,1000,9
20,1.3797354698181152,0.6464999914169312,no-softmax corelnet,2000,0
21,1.7101126909255981,0.6110000014305115,no-softmax corelnet,2000,1
22,1.356330394744873,0.6455000042915344,no-softmax corelnet,2000,2
23,1.445152759552002,0.6269999742507935,no-softmax corelnet,2000,3
24,1.1100236177444458,0.6200000047683716,no-softmax corelnet,2000,4
25,1.3093057870864868,0.6324999928474426,no-softmax corelnet,2000,5
26,1.6253372430801392,0.6464999914169312,no-softmax corelnet,2000,6
27,1.642232894897461,0.6460000276565552,no-softmax corelnet,2000,7
28,1.650628924369812,0.6439999938011169,no-softmax corelnet,2000,8
29,1.4858001470565796,0.6535000205039978,no-softmax corelnet,2000,9
30,0.9635692834854126,0.6855000257492065,no-softmax corelnet,3000,0
31,0.9330341815948486,0.6834999918937683,no-softmax corelnet,3000,1
32,0.9551222324371338,0.6685000061988831,no-softmax corelnet,3000,2
33,0.9535551071166992,0.6930000185966492,no-softmax corelnet,3000,3
34,0.9047984480857849,0.6535000205039978,no-softmax corelnet,3000,4
35,0.7741865515708923,0.6775000095367432,no-softmax corelnet,3000,5
36,0.8786348104476929,0.6445000171661377,no-softmax corelnet,3000,6
37,0.9584981799125671,0.6664999723434448,no-softmax corelnet,3000,7
38,0.9441576600074768,0.6520000100135803,no-softmax corelnet,3000,8
39,0.9605342149734497,0.6710000038146973,no-softmax corelnet,3000,9
40,0.7814327478408813,0.6759999990463257,no-softmax corelnet,4000,0
41,0.7877822518348694,0.6930000185966492,no-softmax corelnet,4000,1
42,0.8306131362915039,0.6984999775886536,no-softmax corelnet,4000,2
43,0.7660866975784302,0.6924999952316284,no-softmax corelnet,4000,3
44,0.7214442491531372,0.6965000033378601,no-softmax corelnet,4000,4
45,0.782812237739563,0.6765000224113464,no-softmax corelnet,4000,5
46,0.7096673846244812,0.6865000128746033,no-softmax corelnet,4000,6
47,0.7571768760681152,0.6855000257492065,no-softmax corelnet,4000,7
48,0.769381582736969,0.6744999885559082,no-softmax corelnet,4000,8
49,0.7891954183578491,0.6775000095367432,no-softmax corelnet,4000,9
50,0.7158655524253845,0.6744999885559082,no-softmax corelnet,5000,0
51,0.656447172164917,0.6959999799728394,no-softmax corelnet,5000,1
52,0.69096839427948,0.6855000257492065,no-softmax corelnet,5000,2
53,0.68208909034729,0.6990000009536743,no-softmax corelnet,5000,3
54,0.6908820271492004,0.6970000267028809,no-softmax corelnet,5000,4
55,0.6598061919212341,0.7070000171661377,no-softmax corelnet,5000,5
56,0.689547061920166,0.6784999966621399,no-softmax corelnet,5000,6
57,0.6833556294441223,0.718500018119812,no-softmax corelnet,5000,7
58,0.6769084334373474,0.6855000257492065,no-softmax corelnet,5000,8
59,0.6768171191215515,0.6815000176429749,no-softmax corelnet,5000,9
