,loss,binary_accuracy,group,train_size,trial
0,0.7047611474990845,0.5344827771186829,abstractor,5,0
1,0.704293429851532,0.5287356376647949,abstractor,5,1
2,0.7339475154876709,0.5028735399246216,abstractor,5,2
3,0.8572346568107605,0.479885071516037,abstractor,5,3
4,0.72776198387146,0.5028735399246216,abstractor,5,4
5,0.7483164668083191,0.48563218116760254,abstractor,5,5
6,0.7567338347434998,0.5028735399246216,abstractor,5,6
7,0.7044938206672668,0.5086206793785095,abstractor,5,7
8,0.7244634032249451,0.5028735399246216,abstractor,5,8
9,0.7089991569519043,0.5373563170433044,abstractor,5,9
10,0.6990317702293396,0.568965494632721,abstractor,25,0
11,0.6745638847351074,0.5948275923728943,abstractor,25,1
12,0.7222191095352173,0.49712643027305603,abstractor,25,2
13,0.7579684853553772,0.5,abstractor,25,3
14,0.6971495151519775,0.5143678188323975,abstractor,25,4
15,0.6794676184654236,0.5862069129943848,abstractor,25,5
16,0.7253496646881104,0.5057471394538879,abstractor,25,6
17,0.7311763763427734,0.5287356376647949,abstractor,25,7
18,0.6944041848182678,0.5316091775894165,abstractor,25,8
19,0.7196082472801208,0.5517241358757019,abstractor,25,9
20,0.692848265171051,0.5431034564971924,abstractor,50,0
21,0.6865626573562622,0.545976996421814,abstractor,50,1
22,0.634055495262146,0.6494252681732178,abstractor,50,2
23,0.6431785821914673,0.6264367699623108,abstractor,50,3
24,0.5954554080963135,0.7068965435028076,abstractor,50,4
25,0.7162621021270752,0.5028735399246216,abstractor,50,5
26,0.7227984070777893,0.5201149582862854,abstractor,50,6
27,0.6129093170166016,0.6580459475517273,abstractor,50,7
28,0.6587755084037781,0.5890804529190063,abstractor,50,8
29,0.6003139019012451,0.6925287246704102,abstractor,50,9
30,0.6491907835006714,0.6321839094161987,abstractor,100,0
31,0.6852216124534607,0.545976996421814,abstractor,100,1
32,0.583242654800415,0.6867815852165222,abstractor,100,2
33,0.6896107196807861,0.5977011322975159,abstractor,100,3
34,0.6529533863067627,0.6235632300376892,abstractor,100,4
