,loss,binary_accuracy,group,train_size,trial
49,0.6974088549613953,0.47946175932884216,corelnet,1000,9
50,0.6925215721130371,0.5205382704734802,corelnet,1500,0
51,0.695239782333374,0.47946175932884216,corelnet,1500,1
52,0.6092844605445862,0.5864022374153137,corelnet,1500,2
53,0.6503375172615051,0.5502833127975464,corelnet,1500,3
54,0.6932892203330994,0.477337121963501,corelnet,1500,4
55,0.6891977190971375,0.4907931983470917,corelnet,1500,5
56,0.6927918791770935,0.5205382704734802,corelnet,1500,6
57,0.678191602230072,0.5049574971199036,corelnet,1500,7
58,0.48447883129119873,0.6940509676933289,corelnet,1500,8
59,0.6249885559082031,0.5722379684448242,corelnet,1500,9
60,0.6943267583847046,0.47946175932884216,corelnet,2015,0
61,0.7025732398033142,0.47946175932884216,corelnet,2015,1
62,0.695559561252594,0.47875353693962097,corelnet,2015,2
63,0.662531852722168,0.5219546556472778,corelnet,2015,3
64,0.5938484072685242,0.6048158407211304,corelnet,2015,4
65,0.48317331075668335,0.6678470373153687,corelnet,2015,5
66,0.4945060610771179,0.6728045344352722,corelnet,2015,6
67,0.6949891448020935,0.47946175932884216,corelnet,2015,7
68,0.6716864705085754,0.5191218256950378,corelnet,2015,8
69,0.6801037192344666,0.5077903866767883,corelnet,2015,9
0,0.6976569294929504,0.49220964312553406,asymmetric_corelnet,5,0
1,0.6998647451400757,0.43413597345352173,asymmetric_corelnet,5,1
2,0.7206953167915344,0.5205382704734802,asymmetric_corelnet,5,2
3,0.7136639356613159,0.5205382704734802,asymmetric_corelnet,5,3
4,0.6937670111656189,0.5205382704734802,asymmetric_corelnet,5,4
5,0.6890146136283875,0.5389518141746521,asymmetric_corelnet,5,5
6,0.7108010649681091,0.4971671402454376,asymmetric_corelnet,5,6
7,0.7110111713409424,0.5056657195091248,asymmetric_corelnet,5,7
8,0.7193900346755981,0.47946175932884216,asymmetric_corelnet,5,8
9,0.696528971195221,0.4992917776107788,asymmetric_corelnet,5,9
10,0.6945778727531433,0.4907931983470917,asymmetric_corelnet,100,0
11,0.7144344449043274,0.47946175932884216,asymmetric_corelnet,100,1
12,0.6996999382972717,0.5205382704734802,asymmetric_corelnet,100,2
13,0.7090626955032349,0.5007082223892212,asymmetric_corelnet,100,3
14,0.6749277114868164,0.5835694074630737,asymmetric_corelnet,100,4
15,0.68876713514328,0.5354107618331909,asymmetric_corelnet,100,5
16,0.7276997566223145,0.47946175932884216,asymmetric_corelnet,100,6
17,0.6954001784324646,0.5056657195091248,asymmetric_corelnet,100,7
18,0.6970071196556091,0.5205382704734802,asymmetric_corelnet,100,8
19,0.6955788731575012,0.49220964312553406,asymmetric_corelnet,100,9
20,0.6967983245849609,0.4766288995742798,asymmetric_corelnet,200,0
21,0.6883443593978882,0.5651558041572571,asymmetric_corelnet,200,1
22,0.6947056651115417,0.5070821642875671,asymmetric_corelnet,200,2
23,0.707870602607727,0.5424929261207581,asymmetric_corelnet,200,3
24,0.6381132006645203,0.6621813178062439,asymmetric_corelnet,200,4
25,0.6956492066383362,0.5177053809165955,asymmetric_corelnet,200,5
26,0.6975833177566528,0.5205382704734802,asymmetric_corelnet,200,6
27,0.7081038355827332,0.47946175932884216,asymmetric_corelnet,200,7
28,0.6475600004196167,0.629603385925293,asymmetric_corelnet,200,8
29,0.6284683346748352,0.6579319834709167,asymmetric_corelnet,200,9
30,0.46908530592918396,0.7485835552215576,asymmetric_corelnet,500,0
31,0.4355282783508301,0.7606232166290283,asymmetric_corelnet,500,1
32,0.6475013494491577,0.6508498787879944,asymmetric_corelnet,500,2
33,0.45992401242256165,0.7641643285751343,asymmetric_corelnet,500,3
34,0.4426177144050598,0.7577903866767883,asymmetric_corelnet,500,4
35,0.44806236028671265,0.7535410523414612,asymmetric_corelnet,500,5
36,0.460164874792099,0.7535410523414612,asymmetric_corelnet,500,6
37,0.4791780710220337,0.7351274490356445,asymmetric_corelnet,500,7
38,0.45907774567604065,0.7542492747306824,asymmetric_corelnet,500,8
39,0.6949682831764221,0.49220964312553406,asymmetric_corelnet,500,9
40,0.3566739857196808,0.8101983070373535,asymmetric_corelnet,1000,0
41,0.36343640089035034,0.8066571950912476,asymmetric_corelnet,1000,1
42,0.38680559396743774,0.8024079203605652,asymmetric_corelnet,1000,2
43,0.4185236990451813,0.7811614871025085,asymmetric_corelnet,1000,3
44,0.3919137418270111,0.7960339784622192,asymmetric_corelnet,1000,4
45,0.37290263175964355,0.7960339784622192,asymmetric_corelnet,1000,5
46,0.33770057559013367,0.8137393593788147,asymmetric_corelnet,1000,6
47,0.38282719254493713,0.7889518141746521,asymmetric_corelnet,1000,7
48,0.34117671847343445,0.8144475817680359,asymmetric_corelnet,1000,8
49,0.34798863530158997,0.8229461908340454,asymmetric_corelnet,1000,9
50,0.3093060851097107,0.8349858522415161,asymmetric_corelnet,1500,0
51,0.3245357871055603,0.8186968564987183,asymmetric_corelnet,1500,1
52,0.3346982002258301,0.8151558041572571,asymmetric_corelnet,1500,2
53,0.3333885073661804,0.8250707983970642,asymmetric_corelnet,1500,3
54,0.2649243175983429,0.8512747883796692,asymmetric_corelnet,1500,4
55,0.3174520432949066,0.8321529626846313,asymmetric_corelnet,1500,5
56,0.31543412804603577,0.8236544132232666,asymmetric_corelnet,1500,6
57,0.3111308515071869,0.8427761793136597,asymmetric_corelnet,1500,7
58,0.3519406020641327,0.8031161427497864,asymmetric_corelnet,1500,8
59,0.29772236943244934,0.8420680165290833,asymmetric_corelnet,1500,9
60,0.30502358078956604,0.8165722489356995,asymmetric_corelnet,2015,0
61,0.2518378496170044,0.8420680165290833,asymmetric_corelnet,2015,1
62,0.2809174954891205,0.8449008464813232,asymmetric_corelnet,2015,2
63,0.2931809425354004,0.8349858522415161,asymmetric_corelnet,2015,3
64,0.304694265127182,0.8243626356124878,asymmetric_corelnet,2015,4
65,0.28451216220855713,0.8484418988227844,asymmetric_corelnet,2015,5
66,0.2833600342273712,0.8427761793136597,asymmetric_corelnet,2015,6
67,0.2433006316423416,0.8626062273979187,asymmetric_corelnet,2015,7
68,0.2676221430301666,0.8519830107688904,asymmetric_corelnet,2015,8
69,0.2690467834472656,0.8604815602302551,asymmetric_corelnet,2015,9
