,val_teacher_forcing_accuracy,epoch,trial,group,name
0,0.48758238554000854,0,,transformer-medium+,prime-frog-8
1,0.5033222436904907,1,,transformer-medium+,prime-frog-8
2,0.5095583200454712,2,,transformer-medium+,prime-frog-8
3,0.5135341286659241,3,,transformer-medium+,prime-frog-8
4,0.5165568590164185,4,,transformer-medium+,prime-frog-8
5,0.5172103643417358,5,,transformer-medium+,prime-frog-8
6,0.5182179808616638,6,,transformer-medium+,prime-frog-8
7,0.5238276720046997,7,,transformer-medium+,prime-frog-8
8,0.5223299264907837,8,,transformer-medium+,prime-frog-8
9,0.5234736800193787,9,,transformer-medium+,prime-frog-8
10,0.5273950099945068,10,,transformer-medium+,prime-frog-8
11,0.5250803232192993,11,,transformer-medium+,prime-frog-8
12,0.5264691710472107,12,,transformer-medium+,prime-frog-8
13,0.5288382768630981,13,,transformer-medium+,prime-frog-8
14,0.5293557047843933,14,,transformer-medium+,prime-frog-8
15,0.5284842848777771,15,,transformer-medium+,prime-frog-8
16,0.5295735597610474,16,,transformer-medium+,prime-frog-8
17,0.5300092697143555,17,,transformer-medium+,prime-frog-8
18,0.5283753871917725,18,,transformer-medium+,prime-frog-8
19,0.5321605801582336,19,,transformer-medium+,prime-frog-8
20,0.5311257839202881,20,,transformer-medium+,prime-frog-8
21,0.5304449796676636,21,,transformer-medium+,prime-frog-8
22,0.5327869057655334,22,,transformer-medium+,prime-frog-8
23,0.5319971442222595,23,,transformer-medium+,prime-frog-8
24,0.5335766077041626,24,,transformer-medium+,prime-frog-8
25,0.5323784351348877,25,,transformer-medium+,prime-frog-8
26,0.5340667963027954,26,,transformer-medium+,prime-frog-8
27,0.5345296859741211,27,,transformer-medium+,prime-frog-8
28,0.5332770347595215,28,,transformer-medium+,prime-frog-8
29,0.5350743532180786,29,,transformer-medium+,prime-frog-8
30,0.5335221290588379,30,,transformer-medium+,prime-frog-8
31,0.5352649688720703,31,,transformer-medium+,prime-frog-8
32,0.5341212153434753,32,,transformer-medium+,prime-frog-8
33,0.5332497954368591,33,,transformer-medium+,prime-frog-8
34,0.535591721534729,34,,transformer-medium+,prime-frog-8
35,0.5362452864646912,35,,transformer-medium+,prime-frog-8
36,0.5342846512794495,36,,transformer-medium+,prime-frog-8
37,0.5340395569801331,37,,transformer-medium+,prime-frog-8
38,0.5364359021186829,38,,transformer-medium+,prime-frog-8
39,0.537879228591919,39,,transformer-medium+,prime-frog-8
40,0.5387234091758728,40,,transformer-medium+,prime-frog-8
41,0.5377975106239319,41,,transformer-medium+,prime-frog-8
42,0.5372256636619568,42,,transformer-medium+,prime-frog-8
43,0.5379336476325989,43,,transformer-medium+,prime-frog-8
44,0.5389956831932068,44,,transformer-medium+,prime-frog-8
45,0.536599338054657,45,,transformer-medium+,prime-frog-8
46,0.5389140248298645,46,,transformer-medium+,prime-frog-8
47,0.5364359021186829,47,,transformer-medium+,prime-frog-8
48,0.537879228591919,48,,transformer-medium+,prime-frog-8
49,0.539513111114502,49,,transformer-medium+,prime-frog-8
50,0.47619956731796265,0,,transformer-medium+,valiant-paper-6
51,0.49790316820144653,1,,transformer-medium+,valiant-paper-6
52,0.5063449740409851,2,,transformer-medium+,valiant-paper-6
53,0.5086051821708679,3,,transformer-medium+,valiant-paper-6
54,0.5112466812133789,4,,transformer-medium+,valiant-paper-6
55,0.5124720931053162,5,,transformer-medium+,valiant-paper-6
56,0.5179456472396851,6,,transformer-medium+,valiant-paper-6
57,0.5198791027069092,7,,transformer-medium+,valiant-paper-6
58,0.520723283290863,8,,transformer-medium+,valiant-paper-6
59,0.5223844051361084,9,,transformer-medium+,valiant-paper-6
60,0.523555338382721,10,,transformer-medium+,valiant-paper-6
61,0.5243995189666748,11,,transformer-medium+,valiant-paper-6
62,0.5232558250427246,12,,transformer-medium+,valiant-paper-6
63,0.5246990919113159,13,,transformer-medium+,valiant-paper-6
64,0.5244267582893372,14,,transformer-medium+,valiant-paper-6
65,0.523991048336029,15,,transformer-medium+,valiant-paper-6
66,0.5265780687332153,16,,transformer-medium+,valiant-paper-6
67,0.5279940962791443,17,,transformer-medium+,valiant-paper-6
68,0.5262240767478943,18,,transformer-medium+,valiant-paper-6
69,0.5246173739433289,19,,transformer-medium+,valiant-paper-6
70,0.5300092697143555,20,,transformer-medium+,valiant-paper-6
71,0.529464602470398,21,,transformer-medium+,valiant-paper-6
72,0.5303360223770142,22,,transformer-medium+,valiant-paper-6
73,0.5289199948310852,23,,transformer-medium+,valiant-paper-6
74,0.5292467474937439,24,,transformer-medium+,valiant-paper-6
75,0.5301454067230225,25,,transformer-medium+,valiant-paper-6
76,0.5302816033363342,26,,transformer-medium+,valiant-paper-6
77,0.5309895873069763,27,,transformer-medium+,valiant-paper-6
78,0.5291378498077393,28,,transformer-medium+,valiant-paper-6
79,0.5327051877975464,29,,transformer-medium+,valiant-paper-6
80,0.5317521095275879,30,,transformer-medium+,valiant-paper-6
81,0.5336855053901672,31,,transformer-medium+,valiant-paper-6
82,0.5330319404602051,32,,transformer-medium+,valiant-paper-6
83,0.5324056148529053,33,,transformer-medium+,valiant-paper-6
84,0.5329775214195251,34,,transformer-medium+,valiant-paper-6
85,0.5346931219100952,35,,transformer-medium+,valiant-paper-6
86,0.5355100631713867,36,,transformer-medium+,valiant-paper-6
87,0.5357006788253784,37,,transformer-medium+,valiant-paper-6
88,0.5363542437553406,38,,transformer-medium+,valiant-paper-6
89,0.5361091494560242,39,,transformer-medium+,valiant-paper-6
90,0.5355373024940491,40,,transformer-medium+,valiant-paper-6
91,0.5360001921653748,41,,transformer-medium+,valiant-paper-6
92,0.5386961698532104,42,,transformer-medium+,valiant-paper-6
93,0.5362725257873535,43,,transformer-medium+,valiant-paper-6
94,0.5375796556472778,44,,transformer-medium+,valiant-paper-6
95,0.5381242632865906,45,,transformer-medium+,valiant-paper-6
96,0.5390501618385315,46,,transformer-medium+,valiant-paper-6
97,0.5375796556472778,47,,transformer-medium+,valiant-paper-6
98,0.540221095085144,48,,transformer-medium+,valiant-paper-6
99,0.5384238362312317,49,,transformer-medium+,valiant-paper-6
100,0.46653231978416443,0,,transformer-medium+,bumbling-deluge-4
101,0.48853549361228943,1,,transformer-medium+,bumbling-deluge-4
102,0.5014705061912537,2,,transformer-medium+,bumbling-deluge-4
103,0.5043570399284363,3,,transformer-medium+,bumbling-deluge-4
104,0.5097761750221252,4,,transformer-medium+,bumbling-deluge-4
105,0.5131528973579407,5,,transformer-medium+,bumbling-deluge-4
106,0.5145416855812073,6,,transformer-medium+,bumbling-deluge-4
107,0.5171287059783936,7,,transformer-medium+,bumbling-deluge-4
108,0.5196067690849304,8,,transformer-medium+,bumbling-deluge-4
109,0.5201786160469055,9,,transformer-medium+,bumbling-deluge-4
110,0.5202058553695679,10,,transformer-medium+,bumbling-deluge-4
111,0.5222482681274414,11,,transformer-medium+,bumbling-deluge-4
112,0.5220575928688049,12,,transformer-medium+,bumbling-deluge-4
113,0.49901965260505676,0,,relational_abstractor2-medium,cosmic-lake-3
114,0.513452410697937,1,,relational_abstractor2-medium,cosmic-lake-3
115,0.5182723999023438,2,,relational_abstractor2-medium,cosmic-lake-3
116,0.5207505226135254,3,,relational_abstractor2-medium,cosmic-lake-3
117,0.5236915349960327,4,,relational_abstractor2-medium,cosmic-lake-3
118,0.5269593000411987,5,,relational_abstractor2-medium,cosmic-lake-3
119,0.5277762413024902,6,,relational_abstractor2-medium,cosmic-lake-3
120,0.5292739868164062,7,,relational_abstractor2-medium,cosmic-lake-3
121,0.529900312423706,8,,relational_abstractor2-medium,cosmic-lake-3
122,0.5316976308822632,9,,relational_abstractor2-medium,cosmic-lake-3
123,0.5346114039421082,10,,relational_abstractor2-medium,cosmic-lake-3
124,0.5340395569801331,11,,relational_abstractor2-medium,cosmic-lake-3
125,0.5353466868400574,12,,relational_abstractor2-medium,cosmic-lake-3
126,0.5366809964179993,13,,relational_abstractor2-medium,cosmic-lake-3
127,0.5342846512794495,14,,relational_abstractor2-medium,cosmic-lake-3
128,0.5374706983566284,15,,relational_abstractor2-medium,cosmic-lake-3
129,0.536953330039978,16,,relational_abstractor2-medium,cosmic-lake-3
130,0.538451075553894,17,,relational_abstractor2-medium,cosmic-lake-3
131,0.5390501618385315,18,,relational_abstractor2-medium,cosmic-lake-3
132,0.5400304794311523,19,,relational_abstractor2-medium,cosmic-lake-3
133,0.541500985622406,20,,relational_abstractor2-medium,cosmic-lake-3
134,0.5415282249450684,21,,relational_abstractor2-medium,cosmic-lake-3
135,0.5405751466751099,22,,relational_abstractor2-medium,cosmic-lake-3
136,0.541010856628418,23,,relational_abstractor2-medium,cosmic-lake-3
137,0.5422362685203552,24,,relational_abstractor2-medium,cosmic-lake-3
138,0.5414193272590637,25,,relational_abstractor2-medium,cosmic-lake-3
139,0.5414465665817261,26,,relational_abstractor2-medium,cosmic-lake-3
140,0.5429170727729797,27,,relational_abstractor2-medium,cosmic-lake-3
141,0.5438156723976135,28,,relational_abstractor2-medium,cosmic-lake-3
142,0.5459397435188293,29,,relational_abstractor2-medium,cosmic-lake-3
143,0.5424813628196716,30,,relational_abstractor2-medium,cosmic-lake-3
144,0.5438156723976135,31,,relational_abstractor2-medium,cosmic-lake-3
145,0.545422375202179,32,,relational_abstractor2-medium,cosmic-lake-3
146,0.5476008653640747,33,,relational_abstractor2-medium,cosmic-lake-3
147,0.5450955629348755,34,,relational_abstractor2-medium,cosmic-lake-3
148,0.5458308458328247,35,,relational_abstractor2-medium,cosmic-lake-3
149,0.5474919676780701,36,,relational_abstractor2-medium,cosmic-lake-3
150,0.5450139045715332,37,,relational_abstractor2-medium,cosmic-lake-3
151,0.5459669828414917,38,,relational_abstractor2-medium,cosmic-lake-3
152,0.5477915406227112,39,,relational_abstractor2-medium,cosmic-lake-3
153,0.545558512210846,40,,relational_abstractor2-medium,cosmic-lake-3
154,0.546920120716095,41,,relational_abstractor2-medium,cosmic-lake-3
155,0.5445509552955627,42,,relational_abstractor2-medium,cosmic-lake-3
156,0.5463482141494751,43,,relational_abstractor2-medium,cosmic-lake-3
157,0.548417866230011,44,,relational_abstractor2-medium,cosmic-lake-3
158,0.548771858215332,45,,relational_abstractor2-medium,cosmic-lake-3
159,0.5463754534721375,46,,relational_abstractor2-medium,cosmic-lake-3
160,0.5487173795700073,47,,relational_abstractor2-medium,cosmic-lake-3
161,0.5486084818840027,48,,relational_abstractor2-medium,cosmic-lake-3
162,0.5465116500854492,49,,relational_abstractor2-medium,cosmic-lake-3
163,0.4958607852458954,0,,transformer-medium,vital-sun-2
164,0.5065083503723145,1,,transformer-medium,vital-sun-2
165,0.5122269988059998,2,,transformer-medium,vital-sun-2
166,0.5166657567024231,3,,transformer-medium,vital-sun-2
167,0.5196612477302551,4,,transformer-medium,vital-sun-2
168,0.5203420519828796,5,,transformer-medium,vital-sun-2
169,0.5211862325668335,6,,transformer-medium,vital-sun-2
170,0.5236642956733704,7,,transformer-medium,vital-sun-2
171,0.5238549113273621,8,,transformer-medium,vital-sun-2
172,0.5252981781959534,9,,transformer-medium,vital-sun-2
173,0.5251075625419617,10,,transformer-medium,vital-sun-2
174,0.526414692401886,11,,transformer-medium,vital-sun-2
175,0.5274494886398315,12,,transformer-medium,vital-sun-2
176,0.5292195677757263,13,,transformer-medium,vital-sun-2
177,0.5300637483596802,14,,transformer-medium,vital-sun-2
178,0.5300092697143555,15,,transformer-medium,vital-sun-2
179,0.5327869057655334,16,,transformer-medium,vital-sun-2
180,0.5326507091522217,17,,transformer-medium,vital-sun-2
181,0.5333587527275085,18,,transformer-medium,vital-sun-2
182,0.5322422385215759,19,,transformer-medium,vital-sun-2
183,0.5333315134048462,20,,transformer-medium,vital-sun-2
184,0.533957839012146,21,,transformer-medium,vital-sun-2
185,0.5321877598762512,22,,transformer-medium,vital-sun-2
186,0.5345025062561035,23,,transformer-medium,vital-sun-2
187,0.5349381566047668,24,,transformer-medium,vital-sun-2
188,0.5348020195960999,25,,transformer-medium,vital-sun-2
189,0.5351288318634033,26,,transformer-medium,vital-sun-2
