,val_teacher_forcing_accuracy,epoch,trial,group,name
0,0.939221978187561,0,,relational_abstractor2-medium,trial=0
1,0.9730752110481262,1,,relational_abstractor2-medium,trial=0
2,0.9820789694786072,2,,relational_abstractor2-medium,trial=0
3,0.9872347712516785,3,,relational_abstractor2-medium,trial=0
4,0.9898397326469421,4,,relational_abstractor2-medium,trial=0
5,0.9911097288131714,5,,relational_abstractor2-medium,trial=0
6,0.9923365712165833,6,,relational_abstractor2-medium,trial=0
7,0.9924284219741821,7,,relational_abstractor2-medium,trial=0
8,0.9932553172111511,8,,relational_abstractor2-medium,trial=0
9,0.953327476978302,0,,relational_abstractor-medium,trial=4
10,0.9820627570152283,1,,relational_abstractor-medium,trial=4
11,0.9875103831291199,2,,relational_abstractor-medium,trial=4
12,0.989564061164856,3,,relational_abstractor-medium,trial=4
13,0.9920555353164673,4,,relational_abstractor-medium,trial=4
14,0.9926121830940247,5,,relational_abstractor-medium,trial=4
15,0.9932498931884766,6,,relational_abstractor-medium,trial=4
16,0.9938768148422241,7,,relational_abstractor-medium,trial=4
17,0.99489825963974,8,,relational_abstractor-medium,trial=4
18,0.9949955344200134,9,,relational_abstractor-medium,trial=4
19,0.9949901103973389,10,,relational_abstractor-medium,trial=4
20,0.9955737590789795,11,,relational_abstractor-medium,trial=4
21,0.9959520697593689,12,,relational_abstractor-medium,trial=4
22,0.996038556098938,13,,relational_abstractor-medium,trial=4
23,0.9963412284851074,14,,relational_abstractor-medium,trial=4
24,0.996422290802002,15,,relational_abstractor-medium,trial=4
25,0.9967465400695801,16,,relational_abstractor-medium,trial=4
26,0.9963520169258118,17,,relational_abstractor-medium,trial=4
27,0.9966546893119812,18,,relational_abstractor-medium,trial=4
28,0.9963844418525696,19,,relational_abstractor-medium,trial=4
29,0.9967897534370422,20,,relational_abstractor-medium,trial=4
30,0.9965195655822754,21,,relational_abstractor-medium,trial=4
31,0.9967465400695801,22,,relational_abstractor-medium,trial=4
32,0.9971680641174316,23,,relational_abstractor-medium,trial=4
33,0.9970600008964539,24,,relational_abstractor-medium,trial=4
34,0.9969843626022339,25,,relational_abstractor-medium,trial=4
35,0.9972221255302429,26,,relational_abstractor-medium,trial=4
36,0.9973031878471375,27,,relational_abstractor-medium,trial=4
37,0.9972653388977051,28,,relational_abstractor-medium,trial=4
38,0.9972545504570007,29,,relational_abstractor-medium,trial=4
39,0.9972761869430542,30,,relational_abstractor-medium,trial=4
40,0.9973140358924866,31,,relational_abstractor-medium,trial=4
41,0.9977301359176636,32,,relational_abstractor-medium,trial=4
42,0.9975842237472534,33,,relational_abstractor-medium,trial=4
43,0.9974923729896545,34,,relational_abstractor-medium,trial=4
44,0.9975842237472534,35,,relational_abstractor-medium,trial=4
45,0.9976382851600647,36,,relational_abstractor-medium,trial=4
46,0.9976922869682312,37,,relational_abstractor-medium,trial=4
47,0.9975950121879578,38,,relational_abstractor-medium,trial=4
48,0.997827410697937,39,,relational_abstractor-medium,trial=4
49,0.997589647769928,40,,relational_abstractor-medium,trial=4
50,0.9975572228431702,41,,relational_abstractor-medium,trial=4
51,0.9979355335235596,42,,relational_abstractor-medium,trial=4
52,0.997930109500885,43,,relational_abstractor-medium,trial=4
53,0.9979031085968018,44,,relational_abstractor-medium,trial=4
54,0.9978382587432861,45,,relational_abstractor-medium,trial=4
55,0.9977247714996338,46,,relational_abstractor-medium,trial=4
56,0.9975950121879578,47,,relational_abstractor-medium,trial=4
57,0.9979733228683472,48,,relational_abstractor-medium,trial=4
58,0.9980922341346741,49,,relational_abstractor-medium,trial=4
59,0.9515926837921143,0,,relational_abstractor-medium,trial=4
60,0.9811926484107971,1,,relational_abstractor-medium,trial=4
61,0.9870672225952148,2,,relational_abstractor-medium,trial=4
62,0.9899153709411621,3,,relational_abstractor-medium,trial=4
63,0.9910448789596558,4,,relational_abstractor-medium,trial=4
64,0.9922284483909607,5,,relational_abstractor-medium,trial=4
65,0.9926337599754333,6,,relational_abstractor-medium,trial=4
66,0.99342280626297,7,,relational_abstractor-medium,trial=4
67,0.9934876561164856,8,,relational_abstractor-medium,trial=4
68,0.9939633011817932,9,,relational_abstractor-medium,trial=4
69,0.9940659403800964,10,,relational_abstractor-medium,trial=4
70,0.9943253397941589,11,,relational_abstractor-medium,trial=4
71,0.9943739771842957,12,,relational_abstractor-medium,trial=4
72,0.9944875240325928,13,,relational_abstractor-medium,trial=4
73,0.9948549866676331,14,,relational_abstractor-medium,trial=4
74,0.9947307109832764,15,,relational_abstractor-medium,trial=4
75,0.9944442510604858,16,,relational_abstractor-medium,trial=4
76,0.995136022567749,17,,relational_abstractor-medium,trial=4
77,0.9950928092002869,18,,relational_abstractor-medium,trial=4
78,0.99497389793396,19,,relational_abstractor-medium,trial=4
79,0.9952711462974548,20,,relational_abstractor-medium,trial=4
80,0.9952225089073181,21,,relational_abstractor-medium,trial=4
81,0.9953954219818115,22,,relational_abstractor-medium,trial=4
82,0.9955521821975708,23,,relational_abstractor-medium,trial=4
83,0.9952495098114014,24,,relational_abstractor-medium,trial=4
84,0.995579183101654,25,,relational_abstractor-medium,trial=4
85,0.9953846335411072,26,,relational_abstractor-medium,trial=4
86,0.9953900575637817,27,,relational_abstractor-medium,trial=4
87,0.9956710934638977,28,,relational_abstractor-medium,trial=4
88,0.9956116080284119,29,,relational_abstractor-medium,trial=4
89,0.9957250952720642,30,,relational_abstractor-medium,trial=4
90,0.9957791566848755,31,,relational_abstractor-medium,trial=4
91,0.9958332180976868,32,,relational_abstractor-medium,trial=4
92,0.9958115816116333,33,,relational_abstractor-medium,trial=4
93,0.9957899451255798,34,,relational_abstractor-medium,trial=4
94,0.995595395565033,35,,relational_abstractor-medium,trial=4
95,0.9960547685623169,36,,relational_abstractor-medium,trial=4
96,0.9958170056343079,37,,relational_abstractor-medium,trial=4
97,0.9958872199058533,38,,relational_abstractor-medium,trial=4
98,0.9957521557807922,39,,relational_abstractor-medium,trial=4
99,0.9958061575889587,40,,relational_abstractor-medium,trial=4
100,0.9960709810256958,41,,relational_abstractor-medium,trial=4
101,0.996303379535675,42,,relational_abstractor-medium,trial=4
102,0.9959196448326111,43,,relational_abstractor-medium,trial=4
103,0.9962277412414551,44,,relational_abstractor-medium,trial=4
104,0.9956764578819275,45,,relational_abstractor-medium,trial=4
105,0.9960871934890747,46,,relational_abstractor-medium,trial=4
106,0.9960007071495056,47,,relational_abstractor-medium,trial=4
107,0.9962547421455383,48,,relational_abstractor-medium,trial=4
108,0.9960601925849915,49,,relational_abstractor-medium,trial=4
109,0.9566890597343445,0,,relational_abstractor-medium,trial=4
110,0.9811764359474182,1,,relational_abstractor-medium,trial=4
111,0.9891641736030579,2,,relational_abstractor-medium,trial=4
112,0.9909583926200867,3,,relational_abstractor-medium,trial=4
113,0.9928770065307617,4,,relational_abstractor-medium,trial=4
114,0.993449866771698,5,,relational_abstractor-medium,trial=4
115,0.9940389394760132,6,,relational_abstractor-medium,trial=4
116,0.9948009848594666,7,,relational_abstractor-medium,trial=4
117,0.9955413341522217,8,,relational_abstractor-medium,trial=4
118,0.9956602454185486,9,,relational_abstractor-medium,trial=4
119,0.9961196184158325,10,,relational_abstractor-medium,trial=4
120,0.9963303804397583,11,,relational_abstractor-medium,trial=4
121,0.9963898658752441,12,,relational_abstractor-medium,trial=4
122,0.9964709281921387,13,,relational_abstractor-medium,trial=4
123,0.9968708157539368,14,,relational_abstractor-medium,trial=4
124,0.9967195391654968,15,,relational_abstractor-medium,trial=4
125,0.9967249035835266,16,,relational_abstractor-medium,trial=4
126,0.9971951246261597,17,,relational_abstractor-medium,trial=4
127,0.9969843626022339,18,,relational_abstractor-medium,trial=4
128,0.9970870018005371,19,,relational_abstractor-medium,trial=4
129,0.9973626732826233,20,,relational_abstractor-medium,trial=4
130,0.997205913066864,21,,relational_abstractor-medium,trial=4
131,0.9975301623344421,22,,relational_abstractor-medium,trial=4
132,0.9975193738937378,23,,relational_abstractor-medium,trial=4
133,0.9974653124809265,24,,relational_abstractor-medium,trial=4
134,0.9975680112838745,25,,relational_abstractor-medium,trial=4
135,0.997665286064148,26,,relational_abstractor-medium,trial=4
136,0.9973572492599487,27,,relational_abstractor-medium,trial=4
137,0.9975787997245789,28,,relational_abstractor-medium,trial=4
138,0.9978976845741272,29,,relational_abstractor-medium,trial=4
139,0.997665286064148,30,,relational_abstractor-medium,trial=4
140,0.9977625608444214,31,,relational_abstractor-medium,trial=4
141,0.9977355599403381,32,,relational_abstractor-medium,trial=4
142,0.9978058338165283,33,,relational_abstractor-medium,trial=4
143,0.9977896213531494,34,,relational_abstractor-medium,trial=4
144,0.997854471206665,35,,relational_abstractor-medium,trial=4
145,0.9977896213531494,36,,relational_abstractor-medium,trial=4
146,0.9978436231613159,37,,relational_abstractor-medium,trial=4
147,0.9978166222572327,38,,relational_abstractor-medium,trial=4
148,0.9979625344276428,39,,relational_abstractor-medium,trial=4
149,0.9979841709136963,40,,relational_abstractor-medium,trial=4
150,0.9978004097938538,41,,relational_abstractor-medium,trial=4
151,0.9981408715248108,42,,relational_abstractor-medium,trial=4
152,0.9981625080108643,43,,relational_abstractor-medium,trial=4
153,0.9979787468910217,44,,relational_abstractor-medium,trial=4
154,0.9980705976486206,45,,relational_abstractor-medium,trial=4
155,0.9978382587432861,46,,relational_abstractor-medium,trial=4
156,0.9979193210601807,47,,relational_abstractor-medium,trial=4
157,0.998211145401001,48,,relational_abstractor-medium,trial=4
158,0.9980868101119995,49,,relational_abstractor-medium,trial=4
159,0.9423295259475708,0,,relational_abstractor-medium,trial=4
160,0.9783012866973877,1,,relational_abstractor-medium,trial=4
161,0.9854621291160583,2,,relational_abstractor-medium,trial=4
162,0.9879968166351318,3,,relational_abstractor-medium,trial=4
163,0.989726185798645,4,,relational_abstractor-medium,trial=4
164,0.991482675075531,5,,relational_abstractor-medium,trial=4
165,0.9923203587532043,6,,relational_abstractor-medium,trial=4
166,0.9933795928955078,7,,relational_abstractor-medium,trial=4
167,0.9942389130592346,8,,relational_abstractor-medium,trial=4
168,0.9945091009140015,9,,relational_abstractor-medium,trial=4
169,0.9950711727142334,10,,relational_abstractor-medium,trial=4
170,0.9960223436355591,11,,relational_abstractor-medium,trial=4
171,0.9963358044624329,12,,relational_abstractor-medium,trial=4
172,0.9965682029724121,13,,relational_abstractor-medium,trial=4
173,0.9966924786567688,14,,relational_abstractor-medium,trial=4
174,0.9970600008964539,15,,relational_abstractor-medium,trial=4
175,0.9974383115768433,16,,relational_abstractor-medium,trial=4
176,0.9971572756767273,17,,relational_abstractor-medium,trial=4
177,0.9975085854530334,18,,relational_abstractor-medium,trial=4
178,0.9977896213531494,19,,relational_abstractor-medium,trial=4
179,0.9979679584503174,20,,relational_abstractor-medium,trial=4
180,0.9978868961334229,21,,relational_abstractor-medium,trial=4
181,0.998032808303833,22,,relational_abstractor-medium,trial=4
182,0.998211145401001,23,,relational_abstractor-medium,trial=4
183,0.9981300830841064,24,,relational_abstractor-medium,trial=4
184,0.9979733228683472,25,,relational_abstractor-medium,trial=4
185,0.9982597827911377,26,,relational_abstractor-medium,trial=4
186,0.9979571104049683,27,,relational_abstractor-medium,trial=4
187,0.9983408451080322,28,,relational_abstractor-medium,trial=4
188,0.9983678460121155,29,,relational_abstractor-medium,trial=4
189,0.99837327003479,30,,relational_abstractor-medium,trial=4
190,0.9984056949615479,31,,relational_abstractor-medium,trial=4
191,0.9984435439109802,32,,relational_abstractor-medium,trial=4
192,0.9986056685447693,33,,relational_abstractor-medium,trial=4
193,0.998551607131958,34,,relational_abstractor-medium,trial=4
194,0.9985083937644958,35,,relational_abstractor-medium,trial=4
